cpuTemp
50
51
51
51
54
51
51
54
51
51
52
51
54
51
51
56
51
51
56
54
55
54
53
53
52
53
53
53
53
53
53
53
53
52
53
53
53
53
56
53
53
56
53
57
54
58
56
54
57
56
54
57
55
55
54
55
54
54
56
54
56
55
54
53
56
55
55
57
57
53
55
49
48
49
48
48
48
49
50
49
49
53
53
51
51
51
52
54
54
53
54
56
53
54
54
53
52
53
52
54
51
51
55
51
49
50
50
51
50
50
50
51
51
51
50
50
50
51
50
50
51
51
51
51
51
51
51
54
51
51
54
51
51
51
53
50
50
54
51
51
51
51
51
51
51
51
51
52
51
54
51
52
54
51
51
52
52
51
51
54
52
51
53
52
51
52
52
52
52
52
52
52
53
52
51
51
52
52
52
52
51
55
53
53
53
54
53
53
53
53
52
52
53
52
52
52
52
53
53
53











